table,datatype,year,fname,xlcolumn,xlrownum,incsort,incrange,vname,ptarget,table_description
tab12,taxable,2021,21in12ms.xls,AM,42,14,"$200,000 under $500,000",agi_hoh,73247134,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,AM,23,15,"$500,000 under $1,000,000",agi_hoh,27867019,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,AM,43,15,"$500,000 under $1,000,000",agi_hoh,27757678,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,AM,24,16,"$1,000,000 under $1,500,000",agi_hoh,10735679,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,AM,44,16,"$1,000,000 or more",agi_hoh,78249166,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,AM,25,17,"$1,500,000 under $2,000,000",agi_hoh,6312826,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,AM,26,18,"$2,000,000 under $5,000,000",agi_hoh,16591282,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,AM,27,19,"$5,000,000 under $10,000,000",agi_hoh,10364542,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,AM,28,20,"$10,000,000 or more",agi_hoh,34421197,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,O,9,1,"All returns, total",agi_mfjss,9496757833,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,O,29,1,"Taxable returns, total",agi_mfjss,9190974491,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,O,10,2,No adjusted gross income (includes deficits),agi_mfjss,-104261187,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,O,30,2,No adjusted gross income (includes deficits),agi_mfjss,-8171656,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,O,11,3,"$1 under $5,000",agi_mfjss,1572736,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,O,31,3,"$1 under $5,000",agi_mfjss,3057,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,O,12,4,"$5,000 under $10,000",agi_mfjss,5618512,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,O,32,4,"$5,000 under $10,000",agi_mfjss,28153,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,O,13,5,"$10,000 under $15,000",agi_mfjss,12030518,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,O,33,5,"$10,000 under $15,000",agi_mfjss,0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,O,14,6,"$15,000 under $20,000",agi_mfjss,18128929,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,O,34,6,"$15,000 under $20,000",agi_mfjss,0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,O,15,7,"$20,000 under $25,000",agi_mfjss,27927390,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,O,35,7,"$20,000 under $25,000",agi_mfjss,27403,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,O,16,8,"$25,000 under $30,000",agi_mfjss,37000617,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,O,36,8,"$25,000 under $30,000",agi_mfjss,8637220,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,O,17,9,"$30,000 under $40,000",agi_mfjss,97902867,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,O,37,9,"$30,000 under $40,000",agi_mfjss,45833633,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,O,18,10,"$40,000 under $50,000",agi_mfjss,129639187,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,O,38,10,"$40,000 under $50,000",agi_mfjss,73486268,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,O,19,11,"$50,000 under $75,000",agi_mfjss,466603588,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,O,39,11,"$50,000 under $75,000",agi_mfjss,363995423,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,O,20,12,"$75,000 under $100,000",agi_mfjss,676922080,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,O,40,12,"$75,000 under $100,000",agi_mfjss,622054347,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,O,21,13,"$100,000 under $200,000",agi_mfjss,2402518137,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,O,41,13,"$100,000 under $200,000",agi_mfjss,2365058261,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,O,22,14,"$200,000 under $500,000",agi_mfjss,2128764355,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,O,42,14,"$200,000 under $500,000",agi_mfjss,2125190522,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,O,23,15,"$500,000 under $1,000,000",agi_mfjss,908210770,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,O,43,15,"$500,000 under $1,000,000",agi_mfjss,907752052,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,O,24,16,"$1,000,000 under $1,500,000",agi_mfjss,382588291,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,O,44,16,"$1,000,000 or more",agi_mfjss,2687079809,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,O,25,17,"$1,500,000 under $2,000,000",agi_mfjss,223211644,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,O,26,18,"$2,000,000 under $5,000,000",agi_mfjss,571344173,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,O,27,19,"$5,000,000 under $10,000,000",agi_mfjss,354206871,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,O,28,20,"$10,000,000 or more",agi_mfjss,1156828354,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,AA,9,1,"All returns, total",agi_mfs,349173490,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,AA,29,1,"Taxable returns, total",agi_mfs,340311798,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,AA,10,2,No adjusted gross income (includes deficits),agi_mfs,-10308919,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,AA,30,2,No adjusted gross income (includes deficits),agi_mfs,-1590492,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,AA,11,3,"$1 under $5,000",agi_mfs,339626,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,AA,31,3,"$1 under $5,000",agi_mfs,8782,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,AA,12,4,"$5,000 under $10,000",agi_mfs,1052349,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,AA,32,4,"$5,000 under $10,000",agi_mfs,8730,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,AA,13,5,"$10,000 under $15,000",agi_mfs,1980767,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,AA,33,5,"$10,000 under $15,000",agi_mfs,699306,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,AA,14,6,"$15,000 under $20,000",agi_mfs,2841995,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,AA,34,6,"$15,000 under $20,000",agi_mfs,1952775,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,AA,15,7,"$20,000 under $25,000",agi_mfs,4090074,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,AA,35,7,"$20,000 under $25,000",agi_mfs,3142701,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,AA,16,8,"$25,000 under $30,000",agi_mfs,6062013,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,AA,36,8,"$25,000 under $30,000",agi_mfs,4489736,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,AA,17,9,"$30,000 under $40,000",agi_mfs,17234995,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,AA,37,9,"$30,000 under $40,000",agi_mfs,15272974,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,AA,18,10,"$40,000 under $50,000",agi_mfs,21379178,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,AA,38,10,"$40,000 under $50,000",agi_mfs,19135432,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,AA,19,11,"$50,000 under $75,000",agi_mfs,52103375,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,AA,39,11,"$50,000 under $75,000",agi_mfs,48605918,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,AA,20,12,"$75,000 under $100,000",agi_mfs,30369694,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,AA,40,12,"$75,000 under $100,000",agi_mfs,29549745,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,AA,21,13,"$100,000 under $200,000",agi_mfs,59902172,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,AA,41,13,"$100,000 under $200,000",agi_mfs,57820041,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,AA,22,14,"$200,000 under $500,000",agi_mfs,28525110,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,AA,42,14,"$200,000 under $500,000",agi_mfs,28005256,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,AA,23,15,"$500,000 under $1,000,000",agi_mfs,13063263,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,AA,43,15,"$500,000 under $1,000,000",agi_mfs,12898348,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,AA,24,16,"$1,000,000 under $1,500,000",agi_mfs,6934037,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,taxable,2021,21in12ms.xls,AA,44,16,"$1,000,000 or more",agi_mfs,120312547,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,AA,25,17,"$1,500,000 under $2,000,000",agi_mfs,5061198,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,AA,26,18,"$2,000,000 under $5,000,000",agi_mfs,16332731,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,AA,27,19,"$5,000,000 under $10,000,000",agi_mfs,11765312,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
tab12,filers,2021,21in12ms.xls,AA,28,20,"$10,000,000 or more",agi_mfs,80444520,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status"
